date,ICT Liquidity Sweep,Trend Following (EMA+ADX),Mean Reversion (RSI+BB),Breakout (20d Range)
2022-12-05,8209.13,9138.51,10000.00,9960.07
2022-12-06,8179.10,9138.51,10000.00,9960.07
2022-12-07,8225.97,9138.51,10000.00,9960.07
2022-12-08,8214.00,9138.51,10000.00,9960.07
2022-12-09,8214.28,9138.51,10000.00,9960.07
2022-12-10,8210.13,9138.51,10000.00,9960.07
2022-12-11,8223.88,9138.51,10000.00,9960.07
2022-12-12,10145.73,9138.51,10000.00,9960.07
2022-12-13,10145.73,9138.51,10000.00,7970.98
2022-12-14,8066.18,9138.51,10000.00,7921.43
2022-12-15,10276.01,9138.51,10000.00,7842.89
2022-12-16,10276.01,9138.51,10000.00,7856.58
2022-12-17,10276.01,9138.51,10000.00,7852.34
2022-12-18,10276.01,9138.51,10000.00,7818.73
2022-12-19,10276.01,9138.51,10000.00,7870.09
2022-12-20,10276.01,9138.51,10000.00,7861.13
2022-12-21,10276.01,9138.51,10000.00,7860.55
2022-12-22,10276.01,9138.51,10000.00,9848.64
2022-12-23,10276.01,9138.51,10000.00,9848.64
2022-12-24,10276.01,9138.51,10000.00,9848.64
2022-12-25,10276.01,9138.51,10000.00,9848.64
2022-12-26,10276.01,9138.51,10000.00,9848.64
2022-12-27,10276.01,7293.29,10000.00,9848.64
2022-12-28,10276.01,7303.22,10000.00,9848.64
2022-12-29,10276.01,7299.75,10000.00,9848.64
2022-12-30,8212.37,7292.29,10000.00,9848.64
2022-12-31,8222.59,7301.32,10000.00,9848.64
2023-01-01,8229.55,7307.47,10000.00,9848.64
2023-01-02,8229.56,7307.48,10000.00,9848.64
2023-01-03,8251.43,7326.82,10000.00,9848.64
2023-01-04,8248.84,7324.52,10000.00,9848.64
2023-01-05,8263.73,9111.63,10000.00,9848.64
2023-01-06,8263.31,9111.63,10000.00,9848.64
2023-01-07,10339.94,9111.63,10000.00,9848.64
2023-01-08,10339.94,9111.63,10000.00,9848.64
2023-01-09,10339.94,9111.63,10000.00,7909.11
2023-01-10,10339.94,7341.08,10000.00,7965.93
2023-01-11,10339.94,9258.58,10000.00,10040.12
2023-01-12,10339.94,7513.26,10000.00,8604.09
2023-01-13,10339.94,9465.43,10000.00,8686.73
2023-01-14,10339.94,7565.51,10000.00,8680.62
2023-01-15,10339.94,7593.52,10000.00,8705.68
2023-01-16,8266.80,7588.75,10000.00,8701.41
2023-01-17,10389.76,7547.40,10000.00,10187.99
2023-01-18,8352.38,7583.88,10000.00,10187.99
2023-01-19,10189.01,7727.88,10000.00,10187.99
2023-01-20,10189.01,7738.16,10000.00,9443.29
2023-01-21,10189.01,7731.39,10000.00,9440.81
2023-01-22,10189.01,9642.77,10000.00,9447.50
2023-01-23,10189.01,7690.68,10000.00,9438.27
2023-01-24,10189.01,7726.73,10000.00,9452.41
2023-01-25,8146.16,7721.93,10000.00,9450.52
2023-01-26,8152.22,7727.70,10000.00,9452.79
2023-01-27,8148.09,7723.77,10000.00,9451.25
2023-01-28,8211.37,7784.04,10000.00,9474.89
2023-01-29,8130.63,7707.13,10000.00,10193.18
2023-01-30,8156.81,7732.07,10000.00,10193.18
2023-01-31,8209.89,7782.63,10000.00,10193.18
2023-02-01,8186.94,9689.33,10000.00,10193.18
2023-02-02,8183.98,7748.69,10000.00,10193.18
2023-02-03,10165.52,7740.01,10000.00,10193.18
2023-02-04,10165.52,7707.70,10000.00,10193.18
2023-02-05,10165.52,7692.90,10000.00,10193.18
2023-02-06,10165.52,7733.46,10000.00,10193.18
2023-02-07,10165.52,7709.38,10000.00,10193.18
2023-02-08,10165.52,7614.14,10000.00,10193.18
2023-02-09,10165.52,9537.74,10000.00,10193.18
2023-02-10,10165.52,9537.74,10000.00,10193.18
2023-02-11,10165.52,9537.74,10000.00,10193.18
2023-02-12,10165.52,9537.74,10000.00,10193.18
2023-02-13,8171.68,9537.74,10000.00,10193.18
2023-02-14,10402.96,9537.74,10000.00,10193.18
2023-02-15,10402.96,9537.74,10000.00,10193.18
2023-02-16,8414.76,7714.91,10000.00,10193.18
2023-02-17,8420.06,7719.77,10000.00,10193.18
2023-02-18,8389.05,7691.34,10000.00,10193.18
2023-02-19,8437.73,7735.97,10000.00,10193.18
2023-02-20,8403.46,7704.55,10000.00,10193.18
2023-02-21,8380.16,9590.73,10000.00,10193.18
2023-02-22,8358.43,9590.73,10000.00,10193.18
2023-02-23,8292.00,7612.39,10000.00,10193.18
2023-02-24,8290.13,7610.70,10000.00,10193.18
2023-02-25,10400.83,7641.84,10000.00,10193.18
2023-02-26,10400.83,7636.67,10000.00,10193.18
2023-02-27,10400.83,7608.18,10000.00,10193.18
2023-02-28,10400.83,7648.69,10000.00,10193.18
2023-03-01,10400.83,7634.62,10000.00,10193.18
2023-03-02,10400.83,7545.98,10000.00,10193.18
2023-03-03,10400.83,7545.37,10000.00,10193.18
2023-03-04,10400.83,9469.99,10000.00,10193.18
2023-03-05,10400.83,9469.99,10000.00,10193.18
2023-03-06,10400.83,9469.99,10000.00,10193.18
2023-03-07,10354.29,9469.99,10000.00,10193.18
2023-03-08,10354.29,9469.99,10000.00,10193.18
2023-03-09,10354.29,9469.99,10000.00,9329.31
2023-03-10,8325.13,9469.99,10000.00,9346.43
2023-03-11,10556.90,9469.99,10000.00,9412.48
2023-03-12,10556.90,9469.99,10000.00,9497.61
2023-03-13,10556.90,9469.99,10000.00,9520.77
2023-03-14,10556.90,7546.51,10000.00,9504.55
2023-03-15,10556.90,7598.35,10000.00,9533.06
2023-03-16,10556.90,7781.31,10000.00,9895.71
2023-03-17,10556.90,7745.51,10000.00,9191.33
2023-03-18,10556.90,7827.13,10000.00,9218.26
2023-03-19,10556.90,7809.28,10000.00,9212.37
2023-03-20,8474.45,7838.44,10000.00,9221.99
2023-03-21,8408.25,9665.73,10000.00,9199.98
2023-03-22,8486.42,8103.29,10000.00,9225.97
2023-03-23,8421.67,8052.61,10000.00,9204.45
2023-03-24,8421.66,8052.60,10000.00,9204.44
2023-03-25,8459.80,8082.46,10000.00,9217.12
2023-03-26,8395.33,8031.98,10000.00,9888.25
2023-03-27,8404.44,8039.12,10000.00,9888.25
2023-03-28,8487.18,8103.89,10000.00,9888.25
2023-03-29,10539.16,8085.16,10000.00,9888.25
2023-03-30,8463.94,8110.96,10000.00,9888.25
2023-03-31,8463.48,9734.22,10000.00,9888.25
2023-04-01,8442.39,9734.22,10000.00,9888.25
2023-04-02,8413.91,9734.22,10000.00,9888.25
2023-04-03,8441.59,9734.22,10000.00,9888.25
2023-04-04,8441.80,9734.22,10000.00,9888.25
2023-04-05,8431.53,9734.22,10000.00,9888.25
2023-04-06,8422.84,9734.22,10000.00,9888.25
2023-04-07,8424.80,9734.22,10000.00,9888.25
2023-04-08,10516.61,9734.22,10000.00,9888.25
2023-04-09,10516.61,9734.22,10000.00,9888.25
2023-04-10,10516.61,7824.84,10000.00,9888.25
2023-04-11,10516.61,7803.78,10000.00,8244.39
2023-04-12,10516.61,7836.75,10000.00,8271.41
2023-04-13,8419.09,7842.26,10000.00,8275.93
2023-04-14,8407.32,7831.09,10000.00,8266.77
2023-04-15,8407.38,7831.14,10000.00,8266.82
2023-04-16,10583.11,7773.63,10000.00,8219.67
2023-04-17,10583.11,7835.94,10000.00,8270.75
2023-04-18,10583.11,7732.64,10000.00,8186.07
2023-04-19,10583.11,9641.81,10000.00,8155.19
2023-04-20,10583.11,9641.81,10000.00,9728.68
2023-04-21,10583.11,9641.81,10000.00,9728.68
2023-04-22,10583.11,9641.81,10000.00,9728.68
2023-04-23,10583.11,9641.81,10000.00,9728.68
2023-04-24,8527.03,9641.81,10000.00,9728.68
2023-04-25,8536.63,9641.81,10000.00,9728.68
2023-04-26,10734.08,9641.81,10000.00,9728.68
2023-04-27,10734.08,9641.81,10000.00,9728.68
2023-04-28,10734.08,9641.81,10000.00,9728.68
2023-04-29,10734.08,9641.81,10000.00,9728.68
2023-04-30,10734.08,9641.81,10000.00,9728.68
2023-05-01,10734.08,9641.81,10000.00,9728.68
2023-05-02,10734.08,9641.81,10000.00,9728.68
2023-05-03,10734.08,9641.81,10000.00,9728.68
2023-05-04,10734.08,9641.81,10000.00,9728.68
2023-05-05,10734.08,7674.00,10000.00,9728.68
2023-05-06,8559.74,7649.78,10000.00,9728.68
2023-05-07,8501.19,7598.26,10000.00,9728.68
2023-05-08,8493.53,7591.52,10000.00,9728.68
2023-05-09,8489.71,7588.16,10000.00,9728.68
2023-05-10,10878.89,9474.95,10000.00,9728.68
2023-05-11,8688.24,9474.95,10000.00,9728.68
2023-05-12,8686.77,9474.95,10000.00,9728.68
2023-05-13,8698.26,9474.95,10000.00,9728.68
2023-05-14,8718.00,9474.95,10000.00,9728.68
2023-05-15,8706.74,7570.22,10000.00,9728.68
2023-05-16,8736.53,7595.99,10000.00,9728.68
2023-05-17,8689.55,7555.35,10000.00,9728.68
2023-05-18,8694.80,7559.89,10000.00,9728.68
2023-05-19,8713.35,7575.93,10000.00,9728.68
2023-05-20,10859.83,7550.60,10000.00,9728.68
2023-05-21,10859.83,7557.58,10000.00,9728.68
2023-05-22,10859.83,7583.34,10000.00,9728.68
2023-05-23,10859.83,7520.68,10000.00,9728.68
2023-05-24,10859.83,9523.48,10000.00,9728.68
2023-05-25,8707.51,7636.01,10000.00,9728.68
2023-05-26,8720.05,7647.01,10000.00,9728.68
2023-05-27,10990.85,9408.59,10000.00,9728.68
2023-05-28,10990.85,9408.59,10000.00,9728.68
2023-05-29,10990.85,9408.59,10000.00,9728.68
2023-05-30,10990.85,9408.59,10000.00,9728.68
2023-05-31,10990.85,9408.59,10000.00,9728.68
2023-06-01,10990.85,9408.59,10000.00,9728.68
2023-06-02,10990.85,9408.59,10000.00,9728.68
2023-06-03,10990.85,9408.59,10000.00,9728.68
2023-06-04,10990.85,9408.59,10000.00,9728.68
2023-06-05,10990.85,9408.59,10000.00,9728.68
2023-06-06,10990.85,9408.59,10000.00,9728.68
2023-06-07,10990.85,9408.59,10000.00,9728.68
2023-06-08,10990.85,9408.59,10000.00,9728.68
2023-06-09,10990.85,9408.59,10000.00,9728.68
2023-06-10,10990.85,7532.79,10000.00,9728.68
2023-06-11,10990.85,7530.47,10000.00,9728.68
2023-06-12,10990.85,7532.17,10000.00,9728.68
2023-06-13,10990.85,7473.71,10000.00,9728.68
2023-06-14,10990.85,7506.36,10000.00,9728.68
2023-06-15,8857.68,7561.40,10000.00,9728.68
2023-06-16,8873.14,7574.48,10000.00,9728.68
2023-06-17,8858.32,7561.94,10000.00,9728.68
2023-06-18,8901.65,7598.62,10000.00,9728.68
2023-06-19,11226.79,9229.33,10000.00,9728.68
2023-06-20,11226.79,9229.33,10000.00,8270.14
2023-06-21,11226.79,9229.33,10000.00,8264.24
2023-06-22,11226.79,7433.64,10000.00,8308.73
2023-06-23,8969.94,7423.93,10000.00,8300.12
2023-06-24,8964.49,7419.33,10000.00,8296.04
2023-06-25,8949.73,7406.87,10000.00,8284.99
2023-06-26,8980.82,7433.12,10000.00,8308.27
2023-06-27,8935.62,7394.95,10000.00,9825.02
2023-06-28,8962.55,7417.69,10000.00,9825.02
2023-06-29,8964.30,7419.17,10000.00,9825.02
2023-06-30,8973.05,7426.56,10000.00,9825.02
2023-07-01,8975.02,9274.09,10000.00,9825.02
2023-07-02,11193.53,7452.14,10000.00,9825.02
2023-07-03,8927.10,7428.76,10000.00,9825.02
2023-07-04,11240.74,7412.33,10000.00,9825.02
2023-07-05,11240.74,7376.28,10000.00,9825.02
2023-07-06,9025.80,7403.04,10000.00,9825.02
2023-07-07,9021.64,7399.68,10000.00,9825.02
2023-07-08,9012.40,7392.24,10000.00,9825.02
2023-07-09,9031.16,7407.36,10000.00,9825.02
2023-07-10,9046.61,7419.81,10000.00,9825.02
2023-07-11,9028.47,9260.01,10000.00,9825.02
2023-07-12,9110.44,7474.47,10000.00,9825.02
2023-07-13,9024.40,7404.70,10000.00,9825.02
2023-07-14,9021.95,7402.72,10000.00,9825.02
2023-07-15,11215.17,7399.65,10000.00,9825.02
2023-07-16,11215.17,7393.53,10000.00,9825.02
2023-07-17,8951.02,7376.22,10000.00,9825.02
2023-07-18,8955.09,7379.56,10000.00,9825.02
2023-07-19,8946.98,7372.92,10000.00,9825.02
2023-07-20,8954.56,7379.13,10000.00,9825.02
2023-07-21,8945.65,9223.82,10000.00,9825.02
2023-07-22,8967.52,9223.82,10000.00,9825.02
2023-07-23,11143.25,9223.82,10000.00,9825.02
2023-07-24,11143.25,9223.82,10000.00,9825.02
2023-07-25,11143.25,9223.82,10000.00,9825.02
2023-07-26,11143.25,9223.82,10000.00,9825.02
2023-07-27,11143.25,9223.82,10000.00,9825.02
2023-07-28,11143.25,9223.82,10000.00,9825.02
2023-07-29,11143.25,9223.82,10000.00,9825.02
2023-07-30,8910.65,9223.82,10000.00,9825.02
2023-07-31,8946.29,9223.82,10000.00,9825.02
2023-08-01,8905.50,9223.82,10000.00,9825.02
2023-08-02,8906.57,9223.82,10000.00,9825.02
2023-08-03,8899.01,9223.82,10000.00,9825.02
2023-08-04,8896.87,9223.82,10000.00,9825.02
2023-08-05,8896.55,9223.82,10000.00,9825.02
2023-08-06,8906.90,9223.82,10000.00,9825.02
2023-08-07,11180.33,9223.82,10000.00,9825.02
2023-08-08,11180.33,9223.82,10000.00,9825.02
2023-08-09,11180.33,9223.82,10000.00,9825.02
2023-08-10,11180.33,9223.82,10000.00,9825.02
2023-08-11,11180.33,9223.82,10000.00,9825.02
2023-08-12,11180.33,9223.82,10000.00,9825.02
2023-08-13,11180.33,9223.82,10000.00,9825.02
2023-08-14,11180.33,9223.82,10000.00,9825.02
2023-08-15,11144.42,9223.82,10000.00,9825.02
2023-08-16,11144.42,9223.82,10000.00,9825.02
2023-08-17,11144.42,7338.88,10000.00,8331.82
2023-08-18,11144.42,7342.08,10000.00,8334.35
2023-08-19,11144.42,7348.67,10000.00,8339.57
2023-08-20,11144.42,7344.18,10000.00,8336.01
2023-08-21,11144.42,7338.42,10000.00,8331.45
2023-08-22,11144.42,7365.19,10000.00,8352.65
2023-08-23,11144.42,7346.95,10000.00,8338.21
2023-08-24,11144.42,7338.99,10000.00,8331.90
2023-08-25,11144.42,7336.16,10000.00,8329.66
2023-08-26,11144.42,9261.12,10000.00,9854.57
2023-08-27,11144.42,7409.94,10000.00,9854.57
2023-08-28,11144.42,9145.19,10000.00,9854.57
2023-08-29,11144.42,9145.19,10000.00,9854.57
2023-08-30,11144.42,9145.19,10000.00,9854.57
2023-08-31,11144.42,9145.19,10000.00,9854.57
2023-09-01,11144.42,9145.19,10000.00,9854.57
2023-09-02,11144.42,9145.19,10000.00,9854.57
2023-09-03,11144.42,9145.19,10000.00,9854.57
2023-09-04,11144.42,9145.19,10000.00,9854.57
2023-09-05,11144.42,9145.19,10000.00,9854.57
2023-09-06,11144.42,9145.19,10000.00,9854.57
2023-09-07,11144.42,9145.19,10000.00,9854.57
2023-09-08,11144.42,9145.19,10000.00,9854.57
2023-09-09,11144.42,9145.19,10000.00,9854.57
2023-09-10,11144.42,9145.19,10000.00,9854.57
2023-09-11,11144.42,9145.19,10000.00,9854.57
2023-09-12,11144.42,7343.55,10000.00,9854.57
2023-09-13,11144.42,7365.22,10000.00,9854.57
2023-09-14,11144.42,7370.31,10000.00,9854.57
2023-09-15,11144.42,7367.73,10000.00,9854.57
2023-09-16,11144.42,7365.18,10000.00,9854.57
2023-09-17,11144.42,7381.80,10000.00,9854.57
2023-09-18,8953.11,7413.73,10000.00,9854.57
2023-09-19,8945.40,7407.18,10000.00,9854.57
2023-09-20,8898.86,7367.62,10000.00,9854.57
2023-09-21,8900.16,9092.61,10000.00,9854.57
2023-09-22,8900.35,9092.61,10000.00,9854.57
2023-09-23,8873.37,9092.61,10000.00,9854.57
2023-09-24,8876.41,9092.61,10000.00,9854.57
2023-09-25,8869.31,9092.61,10000.00,9854.57
2023-09-26,8881.60,9092.61,10000.00,9854.57
2023-09-27,11122.82,9092.61,10000.00,9854.57
2023-09-28,11122.82,9092.61,10000.00,9854.57
2023-09-29,11122.82,9092.61,10000.00,9854.57
2023-09-30,11122.82,9092.61,10000.00,9854.57
2023-10-01,11122.82,9092.61,10000.00,9854.57
2023-10-02,8891.91,9092.61,10000.00,9854.57
2023-10-03,8921.11,9092.61,10000.00,9854.57
2023-10-04,8890.77,9092.61,10000.00,9854.57
2023-10-05,8933.79,9092.61,10000.00,9854.57
2023-10-06,8935.98,7275.85,10000.00,9854.57
2023-10-07,8932.74,7273.24,10000.00,9854.57
2023-10-08,8905.66,7251.45,10000.00,9854.57
2023-10-09,8889.22,7238.22,10000.00,9854.57
2023-10-10,8846.82,7204.11,10000.00,9854.57
2023-10-11,11183.56,7196.63,10000.00,9854.57
2023-10-12,11183.56,7203.57,10000.00,9854.57
2023-10-13,11183.56,7203.02,10000.00,9854.57
2023-10-14,11183.56,7224.03,10000.00,9854.57
2023-10-15,11183.56,9129.81,10000.00,9854.57
2023-10-16,11183.56,7296.88,10000.00,9854.57
2023-10-17,11183.56,7291.66,10000.00,9854.57
2023-10-18,11183.56,7317.64,10000.00,9854.57
2023-10-19,11183.56,7378.51,10000.00,9854.57
2023-10-20,8964.91,7393.85,10000.00,9854.57
2023-10-21,8970.74,7398.81,10000.00,9854.57
2023-10-22,10927.39,9422.14,10000.00,9854.57
2023-10-23,10927.39,7585.53,10000.00,8884.69
2023-10-24,8779.27,7618.56,10000.00,8902.13
2023-10-25,8756.96,7598.83,10000.00,8891.72
2023-10-26,8740.89,7584.63,10000.00,8884.21
2023-10-27,8752.64,7595.01,10000.00,8889.70
2023-10-28,8781.33,7620.38,10000.00,8903.09
2023-10-29,8778.70,7618.05,10000.00,8901.87
2023-10-30,8789.21,7627.35,10000.00,8906.77
2023-10-31,10829.71,7671.89,10000.00,8930.30
2023-11-01,10829.71,9528.26,10000.00,9910.60
2023-11-02,8650.45,7610.89,10000.00,9910.60
2023-11-03,8672.38,7630.19,10000.00,9910.60
2023-11-04,8669.49,7627.64,10000.00,9910.60
2023-11-05,8670.43,7628.47,10000.00,9910.60
2023-11-06,8693.19,7648.49,10000.00,9910.60
2023-11-07,8706.61,7660.30,10000.00,9910.60
2023-11-08,10720.82,7718.42,10000.00,9910.60
2023-11-09,10720.82,7752.08,10000.00,8920.45
2023-11-10,10720.82,7742.31,10000.00,8915.53
2023-11-11,10720.82,7738.90,10000.00,8913.81
2023-11-12,10720.82,9611.98,10000.00,8897.42
2023-11-13,10720.82,7640.51,10000.00,8871.87
2023-11-14,10720.82,7763.45,10000.00,8935.88
2023-11-15,10720.82,7672.72,10000.00,8888.64
2023-11-16,10720.82,7697.16,10000.00,8901.37
2023-11-17,10720.82,7695.31,10000.00,8900.41
2023-11-18,10720.82,7737.33,10000.00,9929.39
2023-11-19,10720.82,7741.97,10000.00,9929.39
2023-11-20,10720.82,7651.45,10000.00,9929.39
2023-11-21,10720.82,7739.21,10000.00,9929.39
2023-11-22,10720.82,9655.02,10000.00,9929.39
2023-11-23,10720.82,9655.02,10000.00,9929.39
2023-11-24,10720.82,9655.02,10000.00,9929.39
2023-11-25,10720.82,9655.02,10000.00,9929.39
2023-11-26,10720.82,9655.02,10000.00,9929.39
2023-11-27,10720.82,9655.02,10000.00,9929.39
2023-11-28,10720.82,7725.30,10000.00,9929.39
2023-11-29,10720.82,7718.55,10000.00,9929.39
2023-11-30,10720.82,7768.07,10000.00,9929.39
2023-12-01,10720.82,7807.34,10000.00,8003.74
2023-12-02,10720.82,7833.45,10000.00,8029.71
2023-12-03,10720.82,7935.70,10000.00,8131.42
2023-12-04,10720.82,9974.11,10000.00,8238.27
2023-12-05,10720.82,7964.90,10000.00,8222.13
2023-12-06,10720.82,7942.91,10000.00,8197.45
2023-12-07,10720.82,7983.68,10000.00,8243.20
2023-12-08,8554.18,7962.73,10000.00,8219.69
2023-12-09,8557.51,7965.83,10000.00,8223.17
2023-12-10,10864.00,9845.01,10000.00,10058.12
2023-12-11,10864.00,7887.34,10000.00,10058.12
2023-12-12,10864.00,7954.89,10000.00,10058.12
2023-12-13,10864.00,7961.72,10000.00,10058.12
2023-12-14,10864.00,9878.60,10000.00,10058.12
2023-12-15,10864.00,7917.21,10000.00,10058.12
2023-12-16,10864.00,7875.10,10000.00,10058.12
2023-12-17,10864.00,7936.38,10000.00,10058.12
2023-12-18,10864.00,7918.38,10000.00,10058.12
2023-12-19,10864.00,7984.42,10000.00,10058.12
2023-12-20,10864.00,7994.08,10000.00,10058.12
2023-12-21,10864.00,8000.34,10000.00,10058.12
2023-12-22,10864.00,7987.38,10000.00,10058.12
2023-12-23,10864.00,9929.67,10000.00,10058.12
2023-12-24,10864.00,9929.67,10000.00,10058.12
2023-12-25,10864.00,9929.67,10000.00,10058.12
2023-12-26,10864.00,9929.67,10000.00,10058.12
2023-12-27,10864.00,7903.51,10000.00,10058.12
2023-12-28,10864.00,7879.97,10000.00,10058.12
2023-12-29,10864.00,7883.28,10000.00,10058.12
2023-12-30,10864.00,7889.40,10000.00,10058.12
2023-12-31,10864.00,7977.00,10000.00,10058.12
2024-01-01,10864.00,8012.31,10000.00,10058.12
2024-01-02,10864.00,7915.62,10000.00,7951.83
2024-01-03,8759.15,7976.86,10000.00,8011.79
2024-01-04,8758.37,7976.15,10000.00,8011.09
2024-01-05,8748.71,9953.38,10000.00,8002.57
2024-01-06,8746.80,7961.00,10000.00,8000.89
2024-01-07,8900.80,8098.46,10000.00,8136.76
2024-01-08,8856.94,8059.30,10000.00,8098.06
2024-01-09,8884.54,8083.94,10000.00,8122.41
2024-01-10,8868.61,8069.72,10000.00,8108.35
2024-01-11,8687.26,7907.86,10000.00,9959.98
2024-01-12,10863.24,7910.70,10000.00,9959.98
2024-01-13,10863.24,7859.34,10000.00,9959.98
2024-01-14,10863.24,7894.95,10000.00,9959.98
2024-01-15,10863.24,9914.57,10000.00,9959.98
2024-01-16,10863.24,9914.57,10000.00,9959.98
2024-01-17,10863.24,9914.57,10000.00,9959.98
2024-01-18,10863.24,9914.57,10000.00,9959.98
2024-01-19,10863.24,9914.57,10000.00,9959.98
2024-01-20,10863.24,9914.57,10000.00,9959.98
2024-01-21,10863.24,9914.57,10000.00,9959.98
2024-01-22,10863.24,9914.57,10000.00,9959.98
2024-01-23,8701.61,9914.57,10000.00,9959.98
2024-01-24,8694.15,7924.89,10000.00,9959.98
2024-01-25,8796.30,8017.64,10000.00,9959.98
2024-01-26,8813.05,8032.86,10000.00,9959.98
2024-01-27,8807.87,8028.15,10000.00,9959.98
2024-01-28,11049.90,8091.15,10000.00,9959.98
2024-01-29,11049.90,8073.41,10000.00,9959.98
2024-01-30,11049.90,8054.18,10000.00,9959.98
2024-01-31,11049.90,8079.82,10000.00,9959.98
2024-02-01,11049.90,8085.19,10000.00,9959.98
2024-02-02,11049.90,9770.06,10000.00,9959.98
2024-02-03,11049.90,9770.06,10000.00,9959.98
2024-02-04,11049.90,9770.06,10000.00,9959.98
2024-02-05,11049.90,9770.06,10000.00,9959.98
2024-02-06,11049.90,9770.06,10000.00,9959.98
2024-02-07,11049.90,9770.06,10000.00,9959.98
2024-02-08,11049.90,7895.82,10000.00,8685.56
2024-02-09,11049.90,7922.30,10000.00,8703.56
2024-02-10,11049.90,7945.72,10000.00,8719.49
2024-02-11,11049.90,8016.10,10000.00,8767.35
2024-02-12,11049.90,8007.05,10000.00,8761.19
2024-02-13,10956.09,10052.11,10000.00,8823.10
2024-02-14,10956.09,8045.20,10000.00,8825.75
2024-02-15,8774.52,8054.07,10000.00,8832.46
2024-02-16,8753.65,8034.89,10000.00,8817.96
2024-02-17,8773.51,8053.14,10000.00,10160.43
2024-02-18,8758.40,8039.25,10000.00,10160.43
2024-02-19,8779.00,8058.19,10000.00,10160.43
2024-02-20,8761.48,8042.09,10000.00,10160.43
2024-02-21,8736.56,8019.18,10000.00,10160.43
2024-02-22,8714.64,7999.03,10000.00,10160.43
2024-02-23,8749.68,10041.66,10000.00,10160.43
2024-02-24,10964.82,8039.29,10000.00,10160.43
2024-02-25,10964.82,8147.97,10000.00,10160.43
2024-02-26,10964.82,8247.38,10000.00,9261.85
2024-02-27,10964.82,10467.38,10000.00,9355.84
2024-02-28,10964.82,8329.44,10000.00,10275.61
2024-02-29,10964.82,8371.36,10000.00,10275.61
2024-03-01,10964.82,8358.20,10000.00,10275.61
2024-03-02,10964.82,8395.41,10000.00,10275.61
2024-03-03,10964.82,8569.21,10000.00,10275.61
2024-03-04,10964.82,10510.81,10000.00,9490.11
2024-03-05,8851.30,8488.73,10000.00,9515.03
2024-03-06,8879.23,8515.45,10000.00,9523.78
2024-03-07,8925.33,8559.56,10000.00,9538.24
2024-03-08,8931.41,8565.38,10000.00,9540.15
2024-03-09,8951.25,8584.36,10000.00,9546.37
2024-03-10,10679.83,8685.39,10000.00,9579.49
2024-03-11,10679.83,8664.13,10000.00,9572.52
2024-03-12,10629.95,8719.00,10000.00,9590.51
2024-03-13,10629.95,10759.51,10000.00,10308.25
2024-03-14,8448.26,8664.31,10000.00,10308.25
2024-03-15,10811.85,8543.10,10000.00,10308.25
2024-03-16,10811.85,8631.89,10000.00,10308.25
2024-03-17,10811.85,8610.29,10000.00,10308.25
2024-03-18,10811.85,10489.36,10000.00,10308.25
2024-03-19,10811.85,10489.36,10000.00,10308.25
2024-03-20,10811.85,10489.36,10000.00,10308.25
2024-03-21,10811.85,10489.36,10000.00,10308.25
2024-03-22,10811.85,10489.36,10000.00,10308.25
2024-03-23,10811.85,10489.36,10000.00,10308.25
2024-03-24,10811.85,10489.36,10000.00,10308.25
2024-03-25,10811.85,10489.36,10000.00,10308.25
2024-03-26,10811.85,10489.36,10000.00,10308.25
2024-03-27,10811.85,10489.36,10000.00,10308.25
2024-03-28,10811.85,10489.36,10000.00,10308.25
2024-03-29,10811.85,8640.20,10000.00,10308.25
2024-03-30,10811.85,8684.55,10000.00,10308.25
2024-03-31,10811.85,8641.69,10000.00,10308.25
2024-04-01,10811.85,8530.50,10000.00,10308.25
2024-04-02,10811.85,8544.19,10000.00,10308.25
2024-04-03,10811.85,8611.05,10000.00,10308.25
2024-04-04,10811.85,8593.58,10000.00,10308.25
2024-04-05,10811.85,8621.33,10000.00,10308.25
2024-04-06,10811.85,8633.02,10000.00,10308.25
2024-04-07,10811.85,10534.83,10000.00,10308.25
2024-04-08,10811.85,10534.83,10000.00,10308.25
2024-04-09,10811.85,10534.83,10000.00,10308.25
2024-04-10,10811.85,10534.83,10000.00,10308.25
2024-04-11,10811.85,10534.83,10000.00,10308.25
2024-04-12,10811.85,10534.83,10000.00,10308.25
2024-04-13,10811.85,10534.83,10000.00,8837.39
2024-04-14,10811.85,10534.83,10000.00,8782.63
2024-04-15,10811.85,10534.83,10000.00,8791.55
2024-04-16,10811.85,10534.83,10000.00,8731.54
2024-04-17,8728.08,10534.83,10000.00,8784.14
2024-04-18,8739.97,10534.83,10000.00,8792.10
2024-04-19,10942.25,10534.83,10000.00,8818.82
2024-04-20,10942.25,10534.83,10000.00,8818.26
2024-04-21,10942.25,10534.83,10000.00,8863.10
2024-04-22,10942.25,10534.83,10000.00,10251.71
2024-04-23,10942.25,10534.83,10000.00,10251.71
2024-04-24,10942.25,10534.83,10000.00,10251.71
2024-04-25,8728.76,10534.83,10000.00,10251.71
2024-04-26,8718.03,10534.83,10000.00,10251.71
2024-04-27,8707.06,10534.83,10000.00,10251.71
2024-04-28,8732.05,10534.83,10000.00,10251.71
2024-04-29,10811.44,10534.83,10000.00,10251.71
2024-04-30,10811.44,8345.97,10000.00,10251.71
2024-05-01,10811.44,8374.00,10000.00,9343.14
2024-05-02,10811.44,8507.21,10000.00,9403.75
2024-05-03,10811.44,8541.51,10000.00,9419.35
